"","X","RID","activity","ResponseId","Rank","Question","activity_orig","activity_grammarfix","activity_standard1","activity_standard2"
"2345","3344","332","hunt","r_214ihwqpcorapjg","5","q1_5","hunt ","hunt","hunt","hunt"
"2346","3354","333","picnic/eat","r_bean4i0vrttadcn","5","q1_5","picnic/eat","picnic/eat","picnic/eat","picnic/eat"
"2347","3364","334","teach their children about nature","r_edhnf33bs1vckof","5","q1_5","teach their children about nature","teach children about nature","teach children about nature","teach children about nature"
"2348","3374","335","backpacking","r_2evw8pc9f9ccp0d","5","q1_5","backpacking","backpack","backpack","backpack"
"2349","3384","336","exercise","r_2psrpul6xbthkrn","5","q1_5","exercise ","exercise","exercise","exercise"
"2350","3417","339","use map skills","r_1dhg3oqpogqg5qo","5","q1_5","use map skills","use map skills","use map skills","use map skills"
"2351","3424","340","dirt bikes","r_2w0t68vgwyyittn","5","q1_5","dirt bikes","dirt bike","dirt bike","dirt bike"
"2352","3434","341","hike to destination","r_1pseqs4lilwprzx","5","q1_5","hike to destination","hike to destination","hike to destination","hike to destination"
"2353","3444","342","exercise","r_uppa24cwegoogex","5","q1_5","exercise","exercise","exercise","exercise"
"2354","3454","343","backpacking","r_1cxbu6vqhpem55v","5","q1_5","backpacking","backpack","backpack","backpack"
"2355","3464","344","snowshoe","r_2wagbak4njnhzt3","5","q1_5","snowshoe","snowshoe","snowshoe","snowshoe"
"2356","3474","345","fishing","r_y5oou6yfuzpqajt","5","q1_5","fishing ","fish","fish","fish"
"2357","3484","346","maintain trails","r_2aplg8hp9qpwdjf","5","q1_5","maintain trails","maintain trails","maintain trail","maintain trail"
"2358","3494","347","backpack","r_2a99h1pczojwowl","5","q1_5","backpack","backpack","backpack","backpack"
"2359","3504","348","relax","r_29ccsl9utzpqkuf","5","q1_5","relax","relax","relax","relax, rest and unwind"
"2360","3517","349","atv","r_1qvrxcu7gwuuemt","5","q1_5","atv","atv","atv","atv"
"2361","3524","350","photography","r_enumvnrcjliihu1","5","q1_5","photography","photograph","photograph","photograph"
"2362","3534","351","horseback ride","r_1hz5clczt1w0a27","5","q1_5","horseback ride","horseback ride","horseback ride","horseback ride"
"2363","3564","354","hike","r_2fihsrtev8jdadq","5","q1_5","hike","hike","hike","hike"
"2364","3574","355","conversation","r_1hkkxagkkppwhs6","5","q1_5","conversation","conversation","socialize","socialize"
"2365","3584","356","bird watching","r_1yyl6a79ndzqptl","5","q1_5","bird watching ","bird watch","bird view","bird view"
"2366","3604","358","hunting","r_2qlthsdrkzjyxsm","5","q1_5","hunting","hunt","hunt","hunt"
"2367","3617","359","contemplate","r_2upd9grscpgc68h","5","q1_5","contemplate","contemplate","contemplate","think and contemplate"
"2368","3624","360","fish","r_1lujnvtcaz2rwl9","5","q1_5","fish","fish","fish","fish"
"2369","3644","362","bird watchers","r_2omdj3nnre4ucw9","5","q1_5","bird watchers ","bird watch","bird view","bird view"
"2370","3674","365","seeing wildlife","r_ckvkvegpnuofwuz","5","q1_5","seeing wildlife","view wildlife","view wildlife","view wildlife"
"2371","3684","366","forage","r_tiaht7ohatgkow5","5","q1_5","forage","forage","forage","forage"
"2372","3694","367","try new techniques","r_qxfrkrq4xxly4bt","5","q1_5","try new techniques ","try new techniques","try new techniques","try new techniques"
"2373","3704","368","meet other horseback riders","r_2wbrglr7k3mujnw","5","q1_5","meet other horseback riders","meet other horseback riders","meet other horseback riders","meet other horseback riders"
"2374","3717","369","be close to a few people","r_6grcrtg9f8y9yw9","5","q1_5","be close to a few people","be close to a few people","socialize with others","socialize with others"
"2375","3724","370","de stress","r_1dkvstamwthqacy","5","q1_5","de-stress","easing stress","easing stress","easing stress"
"2376","3744","372","camping","r_akgzdcxapmhq5b3","5","q1_5","camping ","camp","camp","camp"
"2377","3754","373","bike","r_tjix4vrnuxznncz","5","q1_5","bike","bike","bike","bike"
"2378","3764","374","find friends","r_32w7wsfziqohecg","5","q1_5","find friends","find friends","meet new people or friends","meet new people or friends"
"2379","3774","375","listen to music","r_w8wipm2jus2f7yb","5","q1_5","listen to music","listen to music","listen to music","listen to music"
"2380","3784","376","visit with friends","r_8crkhyx30qymhpf","5","q1_5","visit with friends","visit with friends","socialize with friends","socialize with friends"
"2381","3794","377","ride bicycles","r_3dcmlh6kxosmdpa","5","q1_5","ride bicycles","bike","bike","bike"
"2382","3804","378","mushrooms","r_3ekxv0bno5udq1g","5","q1_5","mushrooms","mushrooms","mushrooms","mushrooms"
"2383","3817","379","view wildlife","r_3oizslijchlibwi","5","q1_5","view wildlife","view wildlife","view wildlife","view wildlife"
"2384","3824","380","sit","r_3l12fxh2kdk8cli","5","q1_5","sit","sit","sit","sit"
"2385","3834","381","watch wild life","r_323f6anzlt2pglg","5","q1_5","watch wild life","view wildlife","view wildlife","view wildlife"
"2386","3844","382","4 wheelers","r_3nivecu2ztrlxsw","5","q1_5","4 wheelers","ATV","ATV","ATV"
"2387","3854","383","observe","r_dmwtm7rxv1oyqd7","5","q1_5","observe","observe","view","view"
"2388","3874","385","biking","r_1ok8hxbacsrbkud","5","q1_5","biking","bike","bike","bike"
"2389","3884","386","wild forage","r_2r8jvypmoyjs4nu","5","q1_5","wild forage","forage","forage","forage"
"2390","3894","387","nature viewing","r_29oir1m9icymdci","5","q1_5","nature viewing","view nature","view nature","view nature"
"2391","3904","388","socialize in small groups","r_1kxn0kmjj5sedhs","5","q1_5","socialize in small groups","socialize in small groups","socialize with others","socialize with others"
"2392","3917","389","walking pets","r_3irs9or4zne7uob","5","q1_5","walking pets","walk pets","walk pets","walk pets"
"2393","3924","390","exercise","r_1mgdzpa3x8cicwf","5","q1_5","exercise ","exercise","exercise","exercise"
"2394","3934","391","enjoy scenery","r_1pdfqa7imd8fh0w","5","q1_5","enjoy scenery ","enjoy scenery","enjoy scenery","enjoy scenery"
"2395","3944","392","relax","r_e4cd8v7nd189mcd","5","q1_5","relax","relax","relax","relax, rest and unwind"
"2396","3994","397","observe nature","r_2wu0xjajqdvvobw","5","q1_5","observe nature","observe nature","view nature","view nature"
"2397","4004","398","bird watch","r_2bl0grhbyljawv9","5","q1_5","bird watch","bird watch","bird view","bird view"
"2398","4017","399","when out on the horse, always carry a saddle saw.we cut out trees and other obstacles so all can enjoy the trail","r_33fmkibxupd3by6","5","q1_5","when out on the horse, always carry a saddle saw.  we cut out trees and other obstacles so all can enjoy the trail","when out on the horse, always carry a saddle saw.we cut out trees and other obstacles so all can enjoy the trail","when out on the horse, always carry a saddle saw.we cut out trees and other obstacles so all can enjoy the trail","when out on the horse, always carry a saddle saw.we cut out trees and other obstacles so all can enjoy the trail"
"2399","4024","400","picnic","r_1qmcrpf03xrvzd5","5","q1_5","picnic","picnic","picnic","picnic"
"2400","4044","402","hike","r_2qxsjbffryrpllq","5","q1_5","hike","hike","hike","hike"
"2401","4054","403","photography","r_1qm8n0ry9jg9oz4","5","q1_5","photography","photograph","photograph","photograph"
"2402","4074","405","ski","r_xyeiq4vgct90bvh","5","q1_5","ski","ski","ski","ski"
"2403","4084","406","climb","r_3jq4mnf3rbhmmse","5","q1_5","climb","rock climb","rock climb","rock climb"
"2404","4094","407","camp","r_2zju4a1ad5hrztw","5","q1_5","camp","camp","camp","camp"
"2405","4134","411","horseback ride","r_bnofsspvtghcscd","5","q1_5","horseback ride","horseback ride","horseback ride","horseback ride"
"2406","4164","414","bike","r_xtregbmgurtxig9","5","q1_5","bike","bike","bike","bike"
"2407","4174","415","relax","r_thzrjrh5k741i3l","5","q1_5","relax","relax","relax","relax, rest and unwind"
"2408","4184","416","nature identification...trees, flowers, etc","r_3jdfj6psw7dd36w","5","q1_5","nature identification...trees, flowers, etc","nature identification...trees, flowers, etc","nature identification...trees, flowers, etc","nature identification...trees, flowers, etc"
"2409","4194","417","rock climb","r_239skspji5psntr","5","q1_5","rock climb","rock climb","rock climb","rock climb"
"2410","4204","418","picnic","r_1dp68yfji6v0crz","5","q1_5","picnic","picnic","picnic","picnic"
"2411","4217","419","access fishing spots","r_216ohj1pfl6lbva","5","q1_5","access fishing spots","access fish spots","access fish spots","access fish spots"
"2412","4244","422","fat bike","r_2aq5vg2tikogoiu","5","q1_5","fat bike","fat bike","fat bike","fat bike"
"2413","4264","424","forage","r_uawk8iivcjzho6z","5","q1_5","forage","forage","forage","forage"
"2414","4274","425","enjoy nature","r_zrdnd2ntaofb1w9","5","q1_5","enjoy nature","enjoy nature","enjoy nature","enjoy nature"
"2415","4284","426","enjoy nature","r_1npafxufyt3tuq2","5","q1_5","enjoy nature","enjoy nature","enjoy nature","enjoy nature"
"2416","4294","427","experience the beauty and quiet and peace","r_126kdgujqycujmh","5","q1_5","experience the beauty and quiet and peace","experience the beauty and quiet and peace","experience the beauty and quiet and peace","peace and quiet"
"2417","4317","429","bird watch","r_w8nglmh8gauzsl3","5","q1_5","bird watch","bird watch","bird view","bird view"
"2418","4324","430","bring pets","r_zt53ysmmaxpd1hd","5","q1_5","bring pets","bring pets","bring pets","bring pets"
"2419","4334","431","picnicking","r_2wqto3zr0ktnlyb","5","q1_5","picnicking","picnic","picnic","picnic"
"2420","4344","432","explore","r_1c8tk9h6xzwbjlk","5","q1_5","explore","explore","explore","explore"
"2421","4384","436","crosscountry ski","r_2tgdn8sgyuuagul","5","q1_5","crosscountry ski","cross country ski","cross country ski","cross country ski"
"2422","4394","437","see plants","r_2up8behlwjgkpkj","5","q1_5","see plants","see plants","see plants","see plants"
"2423","4404","438","motorbike","r_2cwl5zedzoixbfh","5","q1_5","motorbike ","motorbike","motorbike","motorbike"
"2424","4417","439","ride bicycles","r_3g8pobaor06tmow","5","q1_5","ride bicycles","bike","bike","bike"
"2425","4424","440","snowmoble","r_2celdnwokniyw99","5","q1_5","snowmoble","snowmobile","snowmobile","snowmobile"
"2426","4434","441","xc ski","r_3dvsmx2ddyax6p9","5","q1_5","xc ski","cross country ski","cross country ski","cross country ski"
"2427","4444","442","horseback riding","r_3msbzxqkdr6q14j","5","q1_5","horseback riding","horseback ride","horseback ride","horseback ride"
"2428","4454","443","wildlife watch","r_1inzg7bv9mjoe9e","5","q1_5","wildlife watch","view wildlife","view wildlife","view wildlife"
"2429","4474","445","trail maintenance","r_2fkpzwsmrcfb63p","5","q1_5","trail maintenance","maintain trails","maintain trail","maintain trail"
"2430","4484","446","ski","r_1m2ugmfn9ft6t9d","5","q1_5","ski","ski","ski","ski"
"2431","4494","447","exercise","r_cabzyes51jctkzn","5","q1_5","exercise","exercise","exercise","exercise"
"2432","4504","448","interpret/observe","r_qfdyxyhzxu5l0hl","5","q1_5","interpret/observe","interpret/observe","interpret/view","interpret/view"
"2433","4517","449","study plants","r_2ttcouwris4rqyv","5","q1_5","study plants","study plants","study plants","study plants"
"2434","4524","450","take photos","r_12yh5rmfshrcnm8","5","q1_5","take photos","photograph","photograph","photograph"
"2435","4534","451","pick up trash","r_0cvdusoup0dsizp","5","q1_5","pick up trash","pick up trash","pick up trash","pick up trash"
"2436","4544","452","snowshoe","r_3nypx4czqkpbnm8","5","q1_5","snowshoe","snowshoe","snowshoe","snowshoe"
"2437","4554","453","horseride","r_1ikhwqx5x46lush","5","q1_5","horseride","horseback ride","horseback ride","horseback ride"
"2438","4564","454","family outings","r_296ldisikf67hmc","5","q1_5","family outings","family time and outing","family time and outing","family time and outing"
"2439","4584","456","enjoy wildflowers","r_1laeitokw8zn6rh","5","q1_5","enjoy wildflowers","enjoy wildflowers","enjoy wildflowers","enjoy wildflowers"
"2440","4594","457","pick berries","r_1gjs2spwhky1y3r","5","q1_5","pick berries","pick berries","pick berries","pick berries"
"2441","4604","458","camp/backpack","r_12lrm0jb1fyu74p","5","q1_5","camp/backpack","backpack and camp","backpack and camp","backpack and camp"
"2442","4617","459","ohv","r_cetkrwueqcul4vx","5","q1_5","ohv","atv","atv","atv"
"2443","4624","460","work","r_2xlfq2dpzwiiotv","5","q1_5","work","work","work","work"
"2444","4634","461","exercise self and pets","r_bkmtii78jfarcyp","5","q1_5","exercise self and pets","exercise self and pets","exercise self and pets","exercise self and pets"
"2445","4654","463","biking","r_1kesqnwevxg6387","5","q1_5","biking","bike","bike","bike"
"2446","4664","464","fat bike","r_2d1xvoihydkyxmn","5","q1_5","fat bike","fat bike","fat bike","fat bike"
"2447","4674","465","view scenery","r_o0b8rrlwivb1fhr","5","q1_5","view scenery ","view scenery","view scenery","view scenery"
"2448","4684","466","educate others about using trails","r_2cwfmvprt0uznsa","5","q1_5","educate others about using trails ","educate others about using trails","educate others about using trail","educate others about using trail"
"2449","4704","468","picnic","r_3mehulf1vwwqpkk","5","q1_5","picnic","picnic","picnic","picnic"
"2450","4717","469","run","r_3ehbcw3yqxjjbdz","5","q1_5","run","run","run","run"
"2451","4724","470","bird watching","r_eefuw4syxc9fsbd","5","q1_5","bird watching","bird watch","bird view","bird view"
"2452","4734","471","birdwatching","r_1nrdpwf0tash4rr","5","q1_5","birdwatching","bird watch","bird view","bird view"
"2453","4754","473","run","r_3sjq4qt883evaq1","5","q1_5","run","run","run","run"
"2454","4774","475","snowmobile","r_1cyicjdtcxbhpmp","5","q1_5","snowmobile","snowmobile","snowmobile","snowmobile"
"2455","4794","477","ride horses","r_29p71pcbgmg9sa7","5","q1_5","ride horses","horseback ride","horseback ride","horseback ride"
"2456","4804","478","trail restoration","r_ulljvh8nh8ho7wr","5","q1_5","trail restoration","trail restoration","trail restoration","relax, rest and unwind"
"2457","4817","479","enjoy nature","r_2djqy3cs92rzzhq","5","q1_5","enjoy nature","enjoy nature","enjoy nature","enjoy nature"
"2458","4824","480","spend time with family","r_2aohu1bipbxeadr","5","q1_5","spend time with family","spend time with family","spend time with family","spend time with family"
"2459","4834","481","horseback ride","r_1dykoktwxtwzkd9","5","q1_5","horseback ride","horseback ride","horseback ride","horseback ride"
"2460","4844","482","exercise","r_ziah9gt532nmj9l","5","q1_5","exercise","exercise","exercise","exercise"
"2461","4854","483","litter","r_2ehgqa7igkcvfbo","5","q1_5","litter","trash","trash","trash"
"2462","4864","484","mountain bike","r_2xa9mmywplq6kuf","5","q1_5","mountain bike","mountain bike","mountain bike","mountain bike"
"2463","4874","485","thru hike","r_1mldc6kiopqni4b","5","q1_5","thru hike","thru hike","thru hike","thru hike"
"2464","4884","486","run","r_3hgszbelhwy7gwh","5","q1_5","run","run","run","run"
"2465","4904","488","socialize","r_2r9bqscrabmxbvb","5","q1_5","socialize","socialize","socialize","socialize"
"2466","4917","489","clearing trails","r_23ws4ctxzlmv1og","5","q1_5","clearing trails","clear trails","clear trail","clear trail"
"2467","4924","490","ride motorcycles","r_xdwozbkyad2s67n","5","q1_5","ride motorcycles","motorcycle","motorcycle","motorcycle"
